x	S(x),tau=0(buckley)	S(x),tau=0.001	S(x),tau=0.01	S(x),tau=0.1	S(x),tau=1.0	S(x),tau=10.0	xi(x),tau=0.001	xi(x),tau=0.01	xi(x),tau=0.1	xi(x),tau=1.0	xi(x),tau=10.0	
0.2563	0.8121	0.8070	0.7763	0.6073	0.4612	0.4454	0.1934	0.2288	0.4949	0.8926	0.9879	
0.2613	0.8095	0.8043	0.7732	0.6038	0.4599	0.4445	0.1961	0.2321	0.4990	0.8936	0.9881	
0.2663	0.8069	0.8016	0.7700	0.6003	0.4586	0.4436	0.1988	0.2354	0.5031	0.8945	0.9882	
0.2714	0.8044	0.7989	0.7668	0.5968	0.4573	0.4427	0.2015	0.2387	0.5071	0.8954	0.9883	
0.2764	0.8018	0.7963	0.7636	0.5933	0.4560	0.4418	0.2041	0.2420	0.5112	0.8963	0.9884	
0.2814	0.7993	0.7936	0.7604	0.5899	0.4547	0.4409	0.2068	0.2454	0.5153	0.8973	0.9885	
0.2864	0.7968	0.7910	0.7572	0.5865	0.4534	0.4400	0.2095	0.2487	0.5193	0.8982	0.9886	
0.2915	0.7943	0.7883	0.7540	0.5830	0.4522	0.4392	0.2121	0.2521	0.5233	0.8991	0.9887	
0.2965	0.7919	0.7857	0.7507	0.5796	0.4509	0.4383	0.2147	0.2555	0.5274	0.9000	0.9888	
0.3015	0.7894	0.7831	0.7475	0.5762	0.4497	0.4374	0.2174	0.2589	0.5314	0.9009	0.9889	
0.3065	0.7869	0.7805	0.7442	0.5728	0.4484	0.4366	0.2200	0.2623	0.5354	0.9018	0.9890	
0.3116	0.7845	0.7778	0.7409	0.5695	0.4472	0.4357	0.2226	0.2658	0.5394	0.9027	0.9891	
0.3166	0.7821	0.7752	0.7375	0.5661	0.4460	0.4349	0.2252	0.2694	0.5435	0.9036	0.9892	
0.3216	0.7797	0.7726	0.7341	0.5627	0.4448	0.4340	0.2279	0.2729	0.5475	0.9044	0.9893	
0.3266	0.7773	0.7700	0.7307	0.5594	0.4436	0.4332	0.2305	0.2766	0.5515	0.9053	0.9894	
0.3317	0.7749	0.7674	0.7272	0.5560	0.4424	0.4324	0.2331	0.2803	0.5556	0.9062	0.9895	
0.3367	0.7725	0.7648	0.7237	0.5526	0.4412	0.4316	0.2357	0.2840	0.5596	0.9071	0.9896	
0.3417	0.7701	0.7622	0.7202	0.5493	0.4400	0.4307	0.2384	0.2878	0.5636	0.9079	0.9897	
0.3467	0.7677	0.7595	0.7165	0.5459	0.4388	0.4299	0.2410	0.2918	0.5677	0.9088	0.9898	
0.3518	0.7654	0.7569	0.7128	0.5426	0.4376	0.4291	0.2436	0.2958	0.5717	0.9096	0.9899	
0.3568	0.7630	0.7543	0.7090	0.5392	0.4365	0.4283	0.2463	0.2999	0.5757	0.9105	0.9900	
0.3618	0.7607	0.7516	0.7052	0.5359	0.4353	0.4275	0.2489	0.3041	0.5798	0.9114	0.9901	
0.3668	0.7583	0.7489	0.7012	0.5325	0.4341	0.4267	0.2516	0.3084	0.5839	0.9122	0.9902	
0.3719	0.7560	0.7462	0.6972	0.5292	0.4330	0.4259	0.2543	0.3129	0.5879	0.9131	0.9903	
0.3769	0.7536	0.7435	0.6930	0.5259	0.4319	0.4251	0.2571	0.3175	0.5920	0.9139	0.9904	
0.3819	0.7513	0.7408	0.6887	0.5225	0.4307	0.4244	0.2598	0.3223	0.5961	0.9147	0.9905	
0.3869	0.7489	0.7380	0.6842	0.5192	0.4296	0.4236	0.2627	0.3273	0.6002	0.9156	0.9906	
0.3920	0.7466	0.7351	0.6796	0.5158	0.4285	0.4228	0.2655	0.3325	0.6043	0.9164	0.9907	
0.3970	0.7442	0.7322	0.6749	0.5124	0.4273	0.4221	0.2685	0.3379	0.6084	0.9172	0.9908	
0.4020	0.7419	0.7292	0.6699	0.5091	0.4262	0.4213	0.2715	0.3436	0.6126	0.9181	0.9908	
0.4070	0.7395	0.7261	0.6648	0.5057	0.4251	0.4205	0.2746	0.3496	0.6167	0.9189	0.9909	
0.4121	0.7372	0.7229	0.6594	0.5023	0.4240	0.4198	0.2779	0.3559	0.6209	0.9197	0.9910	
0.4171	0.7348	0.7196	0.6537	0.4989	0.4229	0.4190	0.2813	0.3625	0.6251	0.9205	0.9911	
0.4221	0.7324	0.7160	0.6478	0.4956	0.4218	0.4183	0.2849	0.3695	0.6293	0.9213	0.9912	
0.4271	0.7300	0.7123	0.6415	0.4922	0.4207	0.4175	0.2887	0.3770	0.6335	0.9222	0.9913	
0.4322	0.7276	0.7082	0.6349	0.4888	0.4197	0.4168	0.2928	0.3849	0.6377	0.9230	0.9914	
0.4372	0.7251	0.7038	0.6279	0.4854	0.4186	0.4160	0.2974	0.3934	0.6419	0.9238	0.9915	
0.4422	0.7225	0.6989	0.6204	0.4819	0.4175	0.4153	0.3025	0.4025	0.6462	0.9246	0.9916	
0.4472	0.7198	0.6933	0.6125	0.4785	0.4164	0.4146	0.3083	0.4123	0.6504	0.9254	0.9917	
0.4523	0.7169	0.6868	0.6040	0.4751	0.4154	0.4139	0.3152	0.4229	0.6547	0.9262	0.9918	
0.4573	0.7136	0.6789	0.5949	0.4716	0.4143	0.4131	0.3235	0.4344	0.6591	0.9270	0.9919	
0.4623	0.7096	0.6692	0.5851	0.4682	0.4133	0.4124	0.3339	0.4469	0.6634	0.9278	0.9919	
0.4673	0.7041	0.6567	0.5745	0.4647	0.4122	0.4117	0.3474	0.4604	0.6677	0.9286	0.9920	
0.4724	0.6949	0.6398	0.5630	0.4612	0.4112	0.4110	0.3660	0.4753	0.6721	0.9294	0.9921	
0.4774	0.6733	0.6159	0.5506	0.4577	0.4101	0.4103	0.3926	0.4916	0.6765	0.9302	0.9922	
0.4824	0.5786	0.5802	0.5370	0.4542	0.4091	0.4096	0.4331	0.5095	0.6809	0.9310	0.9923	
0.4874	0.2076	0.5242	0.5222	0.4507	0.4080	0.4089	0.4981	0.5292	0.6854	0.9317	0.9924	
0.4925	0.0009	0.4268	0.5059	0.4471	0.4070	0.4081	0.6075	0.5510	0.6898	0.9325	0.9925	
0.4975	0.0000	0.2587	0.4879	0.4436	0.4060	0.4074	0.8205	0.5752	0.6943	0.9333	0.9926	
0.5025	0.0000	0.0122	0.4682	0.4400	0.4050	0.4068	0.9954	0.6020	0.6988	0.9341	0.9927	
0.5075	0.0000	0.0000	0.4463	0.4364	0.4039	0.4061	1.0000	0.6319	0.7034	0.9349	0.9927	
0.5126	0.0000	0.0000	0.4220	0.4328	0.4029	0.4054	1.0000	0.6651	0.7079	0.9356	0.9928	
0.5176	0.0000	0.0000	0.3950	0.4292	0.4019	0.4047	1.0000	0.7021	0.7125	0.9364	0.9929	
0.5226	0.0000	0.0000	0.3648	0.4256	0.4009	0.4040	1.0000	0.7434	0.7171	0.9372	0.9930	
0.5276	0.0000	0.0000	0.3309	0.4219	0.3999	0.4033	1.0000	0.7892	0.7218	0.9380	0.9931	
0.5327	0.0000	0.0000	0.2929	0.4183	0.3989	0.4026	1.0000	0.8401	0.7264	0.9387	0.9932	
0.5377	0.0000	0.0000	0.2504	0.4146	0.3979	0.4019	1.0000	0.8963	0.7311	0.9395	0.9933	
0.5427	0.0000	0.0000	0.1878	0.4109	0.3969	0.4013	1.0000	0.9565	0.7359	0.9403	0.9934	
0.5477	0.0000	0.0000	0.0446	0.4071	0.3959	0.4006	1.0000	0.9962	0.7406	0.9410	0.9934	
0.5528	0.0000	0.0000	0.0003	0.4034	0.3949	0.3999	1.0000	1.0000	0.7454	0.9418	0.9935	
0.5578	0.0000	0.0000	0.0000	0.3996	0.3939	0.3993	1.0000	1.0000	0.7502	0.9426	0.9936	
0.5628	0.0000	0.0000	0.0000	0.3958	0.3929	0.3986	1.0000	1.0000	0.7551	0.9433	0.9937	
0.5678	0.0000	0.0000	0.0000	0.3920	0.3919	0.3979	1.0000	1.0000	0.7599	0.9441	0.9938	
0.5729	0.0000	0.0000	0.0000	0.3882	0.3910	0.3973	1.0000	1.0000	0.7648	0.9448	0.9939	
0.5779	0.0000	0.0000	0.0000	0.3843	0.3900	0.3966	1.0000	1.0000	0.7698	0.9456	0.9939	
0.5829	0.0000	0.0000	0.0000	0.3804	0.3890	0.3959	1.0000	1.0000	0.7748	0.9463	0.9940	
0.5879	0.0000	0.0000	0.0000	0.3765	0.3880	0.3953	1.0000	1.0000	0.7798	0.9471	0.9941	
0.5930	0.0000	0.0000	0.0000	0.3726	0.3871	0.3946	1.0000	1.0000	0.7848	0.9478	0.9942	
0.5980	0.0000	0.0000	0.0000	0.3686	0.3861	0.3940	1.0000	1.0000	0.7899	0.9486	0.9943	
0.6030	0.0000	0.0000	0.0000	0.3646	0.3851	0.3933	1.0000	1.0000	0.7950	0.9493	0.9944	
0.6080	0.0000	0.0000	0.0000	0.3606	0.3842	0.3927	1.0000	1.0000	0.8001	0.9501	0.9944	
0.6131	0.0000	0.0000	0.0000	0.3566	0.3832	0.3920	1.0000	1.0000	0.8053	0.9508	0.9945	
0.6181	0.0000	0.0000	0.0000	0.3525	0.3822	0.3914	1.0000	1.0000	0.8105	0.9516	0.9946	
0.6231	0.0000	0.0000	0.0000	0.3484	0.3813	0.3907	1.0000	1.0000	0.8158	0.9523	0.9947	
0.6281	0.0000	0.0000	0.0000	0.3443	0.3803	0.3901	1.0000	1.0000	0.8211	0.9530	0.9948	
0.6332	0.0000	0.0000	0.0000	0.3401	0.3794	0.3894	1.0000	1.0000	0.8264	0.9538	0.9949	
0.6382	0.0000	0.0000	0.0000	0.3359	0.3784	0.3888	1.0000	1.0000	0.8318	0.9545	0.9949	
0.6432	0.0000	0.0000	0.0000	0.3317	0.3775	0.3882	1.0000	1.0000	0.8372	0.9552	0.9950	
0.6482	0.0000	0.0000	0.0000	0.3275	0.3765	0.3875	1.0000	1.0000	0.8426	0.9560	0.9951	
0.6533	0.0000	0.0000	0.0000	0.3232	0.3756	0.3869	1.0000	1.0000	0.8481	0.9567	0.9952	
0.6583	0.0000	0.0000	0.0000	0.3189	0.3747	0.3863	1.0000	1.0000	0.8536	0.9574	0.9953	
0.6633	0.0000	0.0000	0.0000	0.3145	0.3737	0.3856	1.0000	1.0000	0.8592	0.9582	0.9953	
0.6683	0.0000	0.0000	0.0000	0.3101	0.3728	0.3850	1.0000	1.0000	0.8648	0.9589	0.9954	
0.6734	0.0000	0.0000	0.0000	0.3057	0.3719	0.3844	1.0000	1.0000	0.8704	0.9596	0.9955	
0.6784	0.0000	0.0000	0.0000	0.3012	0.3709	0.3838	1.0000	1.0000	0.8761	0.9604	0.9956	
0.6834	0.0000	0.0000	0.0000	0.2967	0.3700	0.3831	1.0000	1.0000	0.8818	0.9611	0.9957	
0.6884	0.0000	0.0000	0.0000	0.2922	0.3691	0.3825	1.0000	1.0000	0.8876	0.9618	0.9958	
0.6935	0.0000	0.0000	0.0000	0.2876	0.3681	0.3819	1.0000	1.0000	0.8934	0.9625	0.9958	
0.6985	0.0000	0.0000	0.0000	0.2829	0.3672	0.3813	1.0000	1.0000	0.8993	0.9633	0.9959	
0.7035	0.0000	0.0000	0.0000	0.2783	0.3663	0.3806	1.0000	1.0000	0.9051	0.9640	0.9960	
0.7085	0.0000	0.0000	0.0000	0.2736	0.3654	0.3800	1.0000	1.0000	0.9111	0.9647	0.9961	
0.7136	0.0000	0.0000	0.0000	0.2688	0.3645	0.3794	1.0000	1.0000	0.9170	0.9654	0.9962	
0.7186	0.0000	0.0000	0.0000	0.2640	0.3635	0.3788	1.0000	1.0000	0.9231	0.9661	0.9962	
0.7236	0.0000	0.0000	0.0000	0.2592	0.3626	0.3782	1.0000	1.0000	0.9291	0.9669	0.9963	
0.7286	0.0000	0.0000	0.0000	0.2543	0.3617	0.3775	1.0000	1.0000	0.9352	0.9676	0.9964	
0.7337	0.0000	0.0000	0.0000	0.2493	0.3608	0.3769	1.0000	1.0000	0.9413	0.9683	0.9965	
0.7387	0.0000	0.0000	0.0000	0.2443	0.3599	0.3763	1.0000	1.0000	0.9475	0.9690	0.9965	
0.7437	0.0000	0.0000	0.0000	0.2393	0.3590	0.3757	1.0000	1.0000	0.9537	0.9697	0.9966	
0.7487	0.0000	0.0000	0.0000	0.2342	0.3581	0.3751	1.0000	1.0000	0.9600	0.9704	0.9967	
0.7538	0.0000	0.0000	0.0000	0.2290	0.3572	0.3745	1.0000	1.0000	0.9663	0.9711	0.9968	
0.7588	0.0000	0.0000	0.0000	0.2238	0.3563	0.3739	1.0000	1.0000	0.9726	0.9718	0.9969	
0.7638	0.0000	0.0000	0.0000	0.2185	0.3554	0.3732	1.0000	1.0000	0.9790	0.9726	0.9969	
0.7688	0.0000	0.0000	0.0000	0.2131	0.3544	0.3726	1.0000	1.0000	0.9854	0.9733	0.9970	
0.7739	0.0000	0.0000	0.0000	0.2033	0.3535	0.3720	1.0000	1.0000	0.9918	0.9740	0.9971	
0.7789	0.0000	0.0000	0.0000	0.1456	0.3526	0.3714	1.0000	1.0000	0.9975	0.9747	0.9972	
0.7839	0.0000	0.0000	0.0000	0.0157	0.3517	0.3708	1.0000	1.0000	0.9999	0.9754	0.9972	
0.7889	0.0000	0.0000	0.0000	0.0000	0.3509	0.3702	1.0000	1.0000	1.0000	0.9761	0.9973	
0.7940	0.0000	0.0000	0.0000	0.0000	0.3500	0.3696	1.0000	1.0000	1.0000	0.9768	0.9974	
0.7990	0.0000	0.0000	0.0000	0.0000	0.3491	0.3690	1.0000	1.0000	1.0000	0.9775	0.9975	
0.8040	0.0000	0.0000	0.0000	0.0000	0.3482	0.3684	1.0000	1.0000	1.0000	0.9782	0.9976	
0.8090	0.0000	0.0000	0.0000	0.0000	0.3473	0.3678	1.0000	1.0000	1.0000	0.9789	0.9976	
0.8141	0.0000	0.0000	0.0000	0.0000	0.3464	0.3671	1.0000	1.0000	1.0000	0.9796	0.9977	
0.8191	0.0000	0.0000	0.0000	0.0000	0.3455	0.3665	1.0000	1.0000	1.0000	0.9803	0.9978	
0.8241	0.0000	0.0000	0.0000	0.0000	0.3446	0.3659	1.0000	1.0000	1.0000	0.9810	0.9979	
0.8291	0.0000	0.0000	0.0000	0.0000	0.3437	0.3653	1.0000	1.0000	1.0000	0.9817	0.9979	
0.8342	0.0000	0.0000	0.0000	0.0000	0.3428	0.3647	1.0000	1.0000	1.0000	0.9824	0.9980	
0.8392	0.0000	0.0000	0.0000	0.0000	0.3419	0.3641	1.0000	1.0000	1.0000	0.9831	0.9981	
0.8442	0.0000	0.0000	0.0000	0.0000	0.3410	0.3635	1.0000	1.0000	1.0000	0.9838	0.9982	
0.8492	0.0000	0.0000	0.0000	0.0000	0.3402	0.3629	1.0000	1.0000	1.0000	0.9845	0.9982	
0.8543	0.0000	0.0000	0.0000	0.0000	0.3393	0.3623	1.0000	1.0000	1.0000	0.9852	0.9983	
0.8593	0.0000	0.0000	0.0000	0.0000	0.3384	0.3616	1.0000	1.0000	1.0000	0.9859	0.9984	
0.8643	0.0000	0.0000	0.0000	0.0000	0.3375	0.3610	1.0000	1.0000	1.0000	0.9865	0.9985	
0.8693	0.0000	0.0000	0.0000	0.0000	0.3366	0.3604	1.0000	1.0000	1.0000	0.9872	0.9985	
0.8744	0.0000	0.0000	0.0000	0.0000	0.3357	0.3598	1.0000	1.0000	1.0000	0.9879	0.9986	
0.8794	0.0000	0.0000	0.0000	0.0000	0.3349	0.3592	1.0000	1.0000	1.0000	0.9886	0.9987	
0.8844	0.0000	0.0000	0.0000	0.0000	0.3340	0.3585	1.0000	1.0000	1.0000	0.9893	0.9988	
0.8894	0.0000	0.0000	0.0000	0.0000	0.3331	0.3579	1.0000	1.0000	1.0000	0.9900	0.9988	
0.8945	0.0000	0.0000	0.0000	0.0000	0.3322	0.3572	1.0000	1.0000	1.0000	0.9907	0.9989	
0.8995	0.0000	0.0000	0.0000	0.0000	0.3313	0.3566	1.0000	1.0000	1.0000	0.9914	0.9990	
0.9045	0.0000	0.0000	0.0000	0.0000	0.3305	0.3559	1.0000	1.0000	1.0000	0.9921	0.9991	
0.9095	0.0000	0.0000	0.0000	0.0000	0.3296	0.3552	1.0000	1.0000	1.0000	0.9927	0.9991	
0.9146	0.0000	0.0000	0.0000	0.0000	0.3287	0.3545	1.0000	1.0000	1.0000	0.9934	0.9992	
0.9196	0.0000	0.0000	0.0000	0.0000	0.3278	0.3537	1.0000	1.0000	1.0000	0.9941	0.9993	
0.9246	0.0000	0.0000	0.0000	0.0000	0.3269	0.3529	1.0000	1.0000	1.0000	0.9948	0.9994	
0.9296	0.0000	0.0000	0.0000	0.0000	0.3260	0.3520	1.0000	1.0000	1.0000	0.9955	0.9994	
0.9347	0.0000	0.0000	0.0000	0.0000	0.3251	0.3510	1.0000	1.0000	1.0000	0.9962	0.9995	
0.9397	0.0000	0.0000	0.0000	0.0000	0.3242	0.3497	1.0000	1.0000	1.0000	0.9968	0.9996	
0.9447	0.0000	0.0000	0.0000	0.0000	0.3229	0.3480	1.0000	1.0000	1.0000	0.9975	0.9996	
0.9497	0.0000	0.0000	0.0000	0.0000	0.3204	0.3455	1.0000	1.0000	1.0000	0.9982	0.9997	
0.9548	0.0000	0.0000	0.0000	0.0000	0.3125	0.3412	1.0000	1.0000	1.0000	0.9989	0.9998	
0.9598	0.0000	0.0000	0.0000	0.0000	0.2732	0.3323	1.0000	1.0000	1.0000	0.9995	0.9999	
0.9648	0.0000	0.0000	0.0000	0.0000	0.1159	0.3064	1.0000	1.0000	1.0000	0.9999	0.9999	
0.9698	0.0000	0.0000	0.0000	0.0000	0.0019	0.1960	1.0000	1.0000	1.0000	1.0000	1.0000	
0.9749	0.0000	0.0000	0.0000	0.0000	0.0000	0.0131	1.0000	1.0000	1.0000	1.0000	1.0000	
0.9799	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	1.0000	1.0000	1.0000	1.0000	1.0000	
0.9849	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	1.0000	1.0000	1.0000	1.0000	1.0000	
0.9899	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	1.0000	1.0000	1.0000	1.0000	1.0000	
0.9950	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	1.0000	1.0000	1.0000	1.0000	1.0000	
1.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	1.0000	1.0000	1.0000	1.0000	1.0000	
